sampleNum,Bus.lax,Bus.lay,Bus.laz,Bus.rx,Bus.ry,Bus.rz,Node01.lax,Node01.lay,Node01.laz,Node01.rx,Node01.ry,Node01.rz,Node02.lax,Node02.lay,Node02.laz,Node02.rx,Node02.ry,Node02.rz,Node03.lax,Node03.lay,Node03.laz,Node03.rx,Node03.ry,Node03.rz,Node04.lax,Node04.lay,Node04.laz,Node04.rx,Node04.ry,Node04.rz,Node05.lax,Node05.lay,Node05.laz,Node05.rx,Node05.ry,Node05.rz
1,0.0,0.0,0.0,0.0,0.0,0.0,-0.05174271,-0.03494963,-0.02341562,2.25646877,0.50559974,1.54610109,-0.00017314,-0.00035815,-0.00011159,-2.91752577,-0.34499857,-3.03951931,-0.08225692,-0.07248636,0.10576896,-1.90221477,-0.10815044,1.74856079,0.00027708,-5.644e-05,-0.00019449,2.81949019,-0.49059197,-2.96635532,0.00020368,-6.282e-05,0.00062117,1.19024456,-1.36356699,2.0816443
2,0.0,0.0,0.0,0.0,0.0,0.0,-0.06152573,-0.02986535,-0.00064106,2.2590065,0.50336099,1.54875207,0.00030897,0.00029469,-0.00024653,-2.91752148,-0.34500381,-3.0395205,-0.09341744,-0.0533613,0.07360098,-1.90352809,-0.08691871,1.74613011,-0.00030363,-9.942e-05,-7.812e-05,2.81948638,-0.4905763,-2.96636057,0.0002026,-0.0002125,0.00084792,1.1902771,-1.36357641,2.0816164
3,0.0,0.0,0.0,0.0,0.0,0.0,-0.06513898,-0.0341586,0.02551318,2.26109576,0.50067776,1.55150163,0.00012943,-1.108e-05,0.00030257,-2.91751075,-0.34501243,-3.03950977,-0.09630858,-0.0246687,0.03269541,-1.90510547,-0.06462154,1.74362838,-0.00020928,4.261e-05,0.00012377,2.81949568,-0.49058402,-2.96636915,0.00035944,0.00014706,0.00060912,1.19034302,-1.36359227,2.08155346
4,0.0,0.0,0.0,0.0,0.0,0.0,-0.06349174,-0.04114502,0.04130852,2.26207542,0.49817207,1.55414379,-4.749e-05,-2.903e-05,0.00036139,-2.91750741,-0.34500727,-3.03950858,-0.09778746,0.00217779,0.00094608,-1.9071821,-0.04133457,1.74091268,5.934e-05,2.903e-05,0.00018093,2.81950808,-0.49057177,-2.96638584,0.00045081,-0.00043887,0.00052488,1.19033682,-1.36358786,2.08155441
5,0.0,0.0,0.0,0.0,0.0,0.0,-0.06683854,-0.04448192,0.04142124,2.26101518,0.49668577,1.55688941,-0.00023523,-0.0005933,-0.00025219,-2.91752291,-0.34500873,-3.03948426,-0.09903315,0.03464272,-0.0337746,-1.90948725,-0.01716122,1.73797655,-0.0002234,0.00016003,-0.00029378,2.81951237,-0.49057427,-2.9663837,0.00057906,-4.493e-05,0.00047635,1.19022107,-1.36358869,2.0816772
6,0.0,0.0,0.0,0.0,0.0,0.0,-0.07738554,-0.04912823,0.02631943,2.25949264,0.49590722,1.56053877,0.00031229,-0.00072205,-0.00038976,-2.91753387,-0.34500596,-3.03947186,-0.10239071,0.04525246,-0.06177291,-1.91170323,0.00780903,1.73475349,0.00015182,-0.00063766,-0.0002829,2.81951046,-0.49058226,-2.96639276,5.096e-05,-0.00030501,0.00045381,1.19023371,-1.36357427,2.08165884
7,0.0,0.0,0.0,0.0,0.0,0.0,-0.09244448,-0.05716357,0.00335266,2.25739002,0.49568787,1.56495106,-0.0001879,-2.548e-05,-0.00040753,-2.91754913,-0.34500676,-3.03944802,-0.10708947,0.03494806,-0.09425949,-1.91373539,0.03325786,1.73129511,-0.00020349,-2.205e-05,-0.00034091,2.81950784,-0.49056453,-2.96639776,0.00055573,0.00014032,0.00041168,1.1902318,-1.36356139,2.08166528
8,0.0,0.0,0.0,0.0,0.0,0.0,-0.10576737,-0.07162617,-0.01966331,2.25378156,0.49593291,1.56927264,0.00012134,0.00060835,-0.00046771,-2.91755652,-0.34500164,-3.03944683,-0.1066005,0.04871643,-0.13940471,-1.91587639,0.05933475,1.72749364,3.642e-05,0.00070273,-6.068e-05,2.81951118,-0.49056908,-2.96639562,0.0001713,0.00012332,0.00057533,1.19025362,-1.36357081,2.08163762
9,0.0,0.0,0.0,0.0,0.0,0.0,-0.11151709,-0.08811224,-0.03809832,2.25096583,0.49557334,1.5735904,-0.00035949,-4.53e-05,-0.00032747,-2.91756439,-0.34499958,-3.0394454,-0.11278511,0.06092529,-0.16058981,-1.91799629,0.08554787,1.72351432,-0.00012724,0.00030076,-6.875e-05,2.81950092,-0.49055988,-2.96638465,-0.0002243,0.00010554,0.00073107,1.1902442,-1.36356902,2.08165264
10,0.0,0.0,0.0,0.0,0.0,0.0,-0.1114962,-0.10622933,-0.05241302,2.24668694,0.49550804,1.57673347,-0.00030096,3.52e-06,-0.00014199,-2.91757274,-0.34498405,-3.03944159,-0.1122096,0.0706981,-0.19267219,-1.92010868,0.11166855,1.71931493,-0.00043095,-0.00012692,1.206e-05,2.81949019,-0.49055767,-2.96639776,-3.079e-05,0.00039546,9.494e-05,1.19026709,-1.3635546,2.08163476
11,0.0,0.0,0.0,0.0,0.0,0.0,-0.11015747,-0.12048448,-0.0650501,2.24415851,0.49465427,1.57996833,-0.00020642,-0.00054612,-2.413e-05,-2.91757059,-0.34496948,-3.03943682,-0.10483877,0.10313775,-0.2320964,-1.92208529,0.13795014,1.71492636,-0.00034719,-0.00023763,-0.00029701,2.81950068,-0.49055675,-2.96640968,-0.00024976,0.0004374,0.00046501,1.19022214,-1.36356211,2.08167434
12,0.0,0.0,0.0,0.0,0.0,0.0,-0.11406295,-0.12838756,-0.07458633,2.24072242,0.49393937,1.58248937,-4.174e-05,-0.00011164,7.09e-06,-2.91756725,-0.34496441,-3.03943539,-0.10235198,0.12521774,-0.26195946,-1.92460787,0.16335322,1.71050239,-0.0002538,8.961e-05,-2.718e-05,2.81949711,-0.49054107,-2.96641493,0.0006183,-0.00041535,0.00050962,1.19022667,-1.36355758,2.08167529
13,0.0,0.0,0.0,0.0,0.0,0.0,-0.11985798,-0.13229574,-0.08556834,2.23978376,0.49220997,1.58535922,-5.44e-05,7.373e-05,-3.25e-05,-2.91756749,-0.34495679,-3.03945589,-0.09202161,0.12777224,-0.29812473,-1.92738342,0.1876412,1.70623291,-1.038e-05,0.00025856,9.491e-05,2.81949687,-0.49053371,-2.96640396,0.00035458,-3.852e-05,0.00060575,1.1902951,-1.36356115,2.08162045
14,0.0,0.0,0.0,0.0,0.0,0.0,-0.12538989,-0.12326919,-0.09084656,2.23849702,0.49040404,1.58712351,-0.00025533,-0.00017672,-9.859e-05,-2.9175756,-0.34494135,-3.03945208,-0.08048316,0.12654808,-0.32384175,-1.93058407,0.2112879,1.70198429,-0.00034669,-0.00035663,0.00010412,2.81950545,-0.49053487,-2.96639013,0.00016237,-6.452e-05,0.00059565,1.19028103,-1.36356652,2.08164024
15,0.0,0.0,0.0,0.0,0.0,0.0,-0.13150127,-0.09554048,-0.07768644,2.24143076,0.48650733,1.58884585,0.00019528,-0.00027365,-3.93e-06,-2.91757965,-0.34493434,-3.0394609,-0.07194184,0.12063646,-0.34108731,-1.93426895,0.23410197,1.6976676,-0.00045078,5.772e-05,5.103e-05,2.81950903,-0.49053952,-2.96638656,0.00025537,-0.00064989,0.00053566,1.19026291,-1.36358762,2.08165193
16,0.0,0.0,0.0,0.0,0.0,0.0,-0.1355556,-0.05463248,-0.04002948,2.24435472,0.48190999,1.58893299,-9.72e-05,2.675e-05,-0.0001811,-2.91759658,-0.34493965,-3.03946209,-0.07164467,0.09472532,-0.35172397,-1.93829322,0.25586841,1.6934334,-0.00012635,0.00030093,-9.102e-05,2.81952667,-0.49055746,-2.9663918,-0.00022511,0.00037028,9.799e-05,1.1903038,-1.36358702,2.08160472
17,0.0,0.0,0.0,0.0,0.0,0.0,-0.13528313,-0.02114644,0.01004651,2.25034022,0.4757888,1.58812237,-0.00054171,0.0005402,-0.00016735,-2.91760373,-0.3449479,-3.03946209,-0.0831213,0.07830954,-0.36806846,-1.94285178,0.27655649,1.68916178,-0.0005463,0.00010052,-0.00012712,2.81953239,-0.49055123,-2.96639276,5.47e-05,-0.00064013,0.00071117,1.19030666,-1.36359715,2.08160567
18,0.0,0.0,0.0,0.0,0.0,0.0,-0.12937015,0.0023242,0.06498595,2.25531197,0.46956271,1.58660245,-6.802e-05,-0.00015853,-0.00014575,-2.91759086,-0.34493244,-3.03945827,-0.08655404,0.07114196,-0.38565773,-1.94792473,0.29611024,1.68478966,-0.00010586,-0.0001879,0.00021145,2.81951976,-0.49055231,-2.96637893,6.3e-07,-0.00038512,0.00104278,1.19034779,-1.36359656,2.08155823
19,0.0,0.0,0.0,0.0,0.0,0.0,-0.11938376,0.00964763,0.10317579,2.25765085,0.46451959,1.58346248,-6.523e-05,0.00025795,-4.467e-05,-2.91759443,-0.34492347,-3.03946733,-0.08806958,0.06663346,-0.39458156,-1.95325661,0.31426835,1.68024874,-0.00028664,0.00020437,-0.00044787,2.81951618,-0.49054506,-2.96640635,0.00016572,-0.00017422,0.00101812,1.19028091,-1.3635906,2.08162069
20,0.0,0.0,0.0,0.0,0.0,0.0,-0.10805621,0.01641971,0.12658232,2.26070404,0.45986101,1.58128393,3.758e-05,0.00012405,0.00017537,-2.91759825,-0.34491605,-3.03947711,-0.07879701,0.06380033,-0.40815881,-1.95844567,0.33095533,1.67561817,-0.0001544,-0.0003254,-4.45e-06,2.81952858,-0.49053273,-2.96642303,0.00020389,5.742e-05,0.00019075,1.19032216,-1.36359,2.08157325
21,0.0,0.0,0.0,0.0,0.0,0.0,-0.10264783,0.01073784,0.12121373,2.25943756,0.45785534,1.57804537,0.00012466,-0.00013999,-0.00019324,-2.91760683,-0.34490064,-3.0394721,-0.07369031,0.06162718,-0.42624345,-1.96363485,0.34573725,1.67093766,-9.132e-05,-6.731e-05,-0.0001867,2.81951833,-0.49052361,-2.96641278,0.00039974,-6.619e-05,0.00043701,1.19038773,-1.36360681,2.08150125
22,0.0,0.0,0.0,0.0,0.0,0.0,-0.0966461,0.00412945,0.09398023,2.25982285,0.45643002,1.57653999,-7.718e-05,0.00044196,-6.967e-05,-2.91760993,-0.34490359,-3.03948426,-0.07861256,0.05207075,-0.43628713,-1.96902788,0.35831976,1.66648948,-7.71e-06,0.00044379,0.00013794,2.81951094,-0.49052811,-2.9664104,0.00020734,-9.21e-05,0.00042748,1.1903739,-1.36361229,2.0815208
23,0.0,0.0,0.0,0.0,0.0,0.0,-0.09369262,0.00378082,0.06716637,2.25872803,0.4565174,1.57467651,-0.00042464,-0.00024071,-0.00016518,-2.91762328,-0.34492019,-3.03949785,-0.08464896,0.03451094,-0.44181597,-1.97438574,0.36859667,1.66225934,-0.00067268,-0.0002972,-0.00011729,2.81950378,-0.49053401,-2.96640682,4.851e-05,-0.00030109,0.00045851,1.19031978,-1.36361873,2.08156967
24,0.0,0.0,0.0,0.0,0.0,0.0,-0.08976153,-0.00062934,0.03544891,2.25945306,0.4564445,1.57355416,0.00010932,0.00064622,-0.00016065,-2.91762161,-0.3449311,-3.0395236,-0.08559793,0.02243012,-0.45146149,-1.97958636,0.37657514,1.65828276,-0.00034536,0.0003172,-0.00012956,2.81949997,-0.4905183,-2.96641207,-0.00012352,-0.00036054,0.00026191,1.19030619,-1.36362422,2.08158898
25,0.0,0.0,0.0,0.0,0.0,0.0,-0.08354374,0.00850712,0.03074223,2.25993395,0.45605862,1.5721544,6.661e-05,-0.00052168,-3.628e-05,-2.91762066,-0.34494829,-3.03951526,-0.08066224,0.00900278,-0.45286286,-1.98441267,0.38211825,1.65469205,-8.176e-05,-6.834e-05,-0.00017366,2.81950545,-0.49051353,-2.96641302,0.00024217,-0.00015863,6.477e-05,1.19038165,-1.36362946,2.0815165
26,0.0,0.0,0.0,0.0,0.0,0.0,-0.07913742,0.01385734,0.04011271,2.26081443,0.45485371,1.57069278,0.00035319,-0.00053411,-0.00031862,-2.91764188,-0.34495595,-3.03950524,-0.07394682,-0.00087412,-0.43535751,-1.98879838,0.38525558,1.65152335,0.00011299,-0.00015529,0.00015495,2.81948948,-0.4905079,-2.96641445,0.0001948,-9.019e-05,0.0004452,1.19032133,-1.36363089,2.08158374
27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0772159,0.01773947,0.06396187,2.26028633,0.4536483,1.56887496,-0.00254639,0.00274188,-0.00193103,-2.91764784,-0.34494105,-3.0395112,-0.07413589,-0.00512477,-0.41162047,-1.99238253,0.38599777,1.64885366,-0.0024877,-6.244e-05,0.0010419,2.81949019,-0.49049842,-2.96640444,0.00043469,-0.00046708,0.00036417,1.1902287,-1.36364508,2.0816834
28,0.0,0.0,0.0,0.0,0.0,0.0,-0.08464647,0.03065033,0.10282403,2.26104593,0.45159054,1.56782234,0.00801181,-0.00972606,-0.00064698,-2.91776156,-0.34499544,-3.03938508,-0.07148164,-0.00354406,-0.39497668,-1.99514687,0.38451731,1.64666986,-0.00088891,0.00120087,-0.00038996,2.81942773,-0.49050635,-2.96637559,-0.00032417,-0.00068361,0.0007208,1.19030929,-1.36365831,2.08160639
29,0.0,0.0,0.0,0.0,0.0,0.0,-0.09466355,0.04802005,0.13181339,2.259969,0.45080948,1.56618857,-0.00130039,0.01111781,-0.00062953,-2.91793156,-0.34501585,-3.03937626,-0.07010154,0.00510872,-0.37668502,-1.99723589,0.38079339,1.64497781,0.00309794,-0.00196116,0.00039249,2.81940818,-0.49050859,-2.96632266,0.00012131,0.00031495,0.00058185,1.19022894,-1.36365128,2.08168197
30,0.0,0.0,0.0,0.0,0.0,0.0,-0.09877937,0.05271627,0.13638727,2.26155686,0.45055977,1.56550026,-0.00250735,-0.00353817,-0.00145369,-2.91790628,-0.34503862,-3.03934669,-0.07249495,0.01170025,-0.36284032,-1.99881697,0.37498641,1.64373982,-0.00152601,0.00115596,0.00041937,2.81943321,-0.49049968,-2.96638918,0.00011482,0.00031347,0.00058611,1.19021571,-1.36365664,2.08170104
31,0.0,0.0,0.0,0.0,0.0,0.0,-0.09459155,0.04346937,0.13271384,2.25907803,0.45224723,1.56355309,0.0008846,-0.00347996,0.00128077,-2.9177897,-0.3450312,-3.03936625,-0.06723994,0.00821708,-0.35141382,-1.999789,0.36700219,1.64298606,0.00070684,-0.00098843,-0.00170525,2.81939173,-0.49050063,-2.96633601,-5.619e-05,0.00010231,0.00061614,1.19012403,-1.36365902,2.08179903
32,0.0,0.0,0.0,0.0,0.0,0.0,-0.09060219,0.03353912,0.1165184,2.25760651,0.45430735,1.56256425,-0.00045126,0.00374963,0.00021396,-2.91786432,-0.34503892,-3.03935599,-0.06724055,0.00895964,-0.33709493,-2.0006671,0.35702878,1.64256907,0.00044122,0.00010384,0.00139199,2.81943774,-0.49050513,-2.96633387,0.00015249,9.36e-05,0.00044853,1.19009995,-1.36366439,2.0818181
33,0.0,0.0,0.0,0.0,0.0,0.0,-0.08973353,0.02169111,0.08631595,2.25387263,0.45825341,1.56086552,0.00025847,-0.00119435,-0.00032538,-2.91787195,-0.34504676,-3.03935552,-0.06267533,0.00944602,-0.33100796,-2.00105381,0.34477067,1.64276087,-0.00175919,0.00024532,-0.00060969,2.81942177,-0.49049944,-2.96633434,0.00058225,-0.00033627,0.00095825,1.19014609,-1.36366928,2.08174253
34,0.0,0.0,0.0,0.0,0.0,0.0,-0.09273675,0.00807576,0.05971075,2.25183368,0.4621886,1.56030774,0.00098767,-0.00075655,0.00011407,-2.91782975,-0.34503698,-3.03937602,-0.06778804,0.02256876,-0.32969978,-2.00125122,0.33047348,1.64340591,0.00016095,-0.00038938,0.00032738,2.81940889,-0.49050048,-2.96632051,0.00057967,-0.00022111,0.00055035,1.19014347,-1.36367476,2.0817616
35,0.0,0.0,0.0,0.0,0.0,0.0,-0.09515519,-0.00011283,0.0327436,2.24939489,0.46661159,1.5595082,-0.00078267,0.00156029,-0.00138839,-2.9178462,-0.34502217,-3.03938222,-0.08064643,0.03745666,-0.32442126,-2.00072885,0.31394896,1.64479375,-3.665e-05,0.00025455,0.0001564,2.81942821,-0.49050918,-2.96632886,0.00056088,-3.614e-05,0.00051197,1.19010115,-1.36366999,2.08179712
36,0.0,0.0,0.0,0.0,0.0,0.0,-0.0928717,-0.00673338,0.02209635,2.24803877,0.47062159,1.5585624,0.00011394,-0.00167963,0.00021542,-2.91780543,-0.34500909,-3.0393672,-0.08513802,0.04971243,-0.31579828,-1.99934125,0.29515633,1.64699495,-0.00029087,-0.00072481,-0.00060702,2.81939411,-0.49051014,-2.96631503,-7.962e-05,0.00043756,0.00035386,1.19011736,-1.36366546,2.08179712
37,0.0,0.0,0.0,0.0,0.0,0.0,-0.08937541,-0.00288864,0.02312242,2.24759459,0.47426143,1.55717838,0.00035497,-0.00012934,0.00073998,-2.91778755,-0.3450138,-3.0393784,-0.08124551,0.05699566,-0.29160875,-1.99683344,0.27398744,1.6502353,0.00055312,0.00092172,0.00068057,2.8194108,-0.49050289,-2.96631622,0.00034237,-6.535e-05,0.00049808,1.19010389,-1.36367369,2.08182645
38,0.0,0.0,0.0,0.0,0.0,0.0,-0.0895041,0.00342953,0.03476885,2.24776793,0.47732916,1.55568898,-0.0004845,0.00027269,-0.00033427,-2.91780972,-0.34501106,-3.03936601,-0.07823816,0.06342766,-0.25054041,-1.9930582,0.25051704,1.65480709,-0.00020539,3.749e-05,0.00022773,2.8193872,-0.49050388,-2.96630239,-7.445e-05,-4.837e-05,0.00083788,1.19006252,-1.36366534,2.08187413
39,0.0,0.0,0.0,0.0,0.0,0.0,-0.09422268,0.00875446,0.05015538,2.24752331,0.48055628,1.55396962,0.00034541,-0.00025979,0.00015299,-2.91779494,-0.34502825,-3.03936791,-0.07679593,0.06917374,-0.19292375,-1.98778725,0.22461888,1.66057456,-8.063e-05,0.00080423,0.00033631,2.81940508,-0.49051526,-2.96628428,0.00021686,0.00070363,0.00054277,1.18999088,-1.3636694,2.08195138
40,0.0,0.0,0.0,0.0,0.0,0.0,-0.0994908,0.01088467,0.06578717,2.24842668,0.48348543,1.552737,7.936e-05,-0.00014283,6.44e-06,-2.91780281,-0.3450231,-3.03936625,-0.07886414,0.08070339,-0.15653081,-1.98123217,0.19704068,1.66696072,-0.00031496,-0.00029311,-4.877e-05,2.81939745,-0.49051961,-2.96628189,-1.823e-05,-0.00048869,0.0005372,1.18991303,-1.363657,2.08204746
41,0.0,0.0,0.0,0.0,0.0,0.0,-0.09951235,0.01153855,0.07414363,2.24792767,0.48755878,1.55033922,-0.00042062,-9.301e-05,-0.00026363,-2.91779995,-0.34503207,-3.03936625,-0.06951489,0.08130939,-0.14214309,-1.97464919,0.16840352,1.67356098,0.00036656,-0.00047732,-6.109e-05,2.81940293,-0.49051392,-2.96628237,4.926e-05,0.00019349,0.00100149,1.18993092,-1.36365736,2.08202171
42,0.0,0.0,0.0,0.0,0.0,0.0,-0.09501405,0.00976083,0.07278903,2.24896431,0.49164507,1.54837441,0.00041752,0.00030848,-2.693e-05,-2.91779685,-0.34502691,-3.03936481,-0.06335444,0.08273134,-0.10879386,-1.96847403,0.13853498,1.68058324,0.00018944,0.00023538,0.0002252,2.81942415,-0.4905116,-2.96629524,3.099e-05,0.00067677,0.00051095,1.19006681,-1.36366475,2.08187747
43,0.0,0.0,0.0,0.0,0.0,0.0,-0.08703767,0.003944,0.06068115,2.24776912,0.49719453,1.54528272,3.309e-05,0.00045445,6.748e-05,-2.91780567,-0.34501171,-3.03936028,-0.0460822,0.09533518,-0.08158647,-1.96234918,0.10789378,1.6879406,-0.00041144,-6.223e-05,-0.00016895,2.81941724,-0.49051377,-2.96629214,0.00039962,0.00072585,0.00053569,1.19015431,-1.36367071,2.08179307
44,0.0,0.0,0.0,0.0,0.0,0.0,-0.08002573,-0.00567634,0.04238887,2.24790883,0.50283533,1.54295373,1.942e-05,0.00073843,-0.00041919,-2.91781545,-0.34502968,-3.03935266,-0.04371129,0.10797262,-0.04270847,-1.95680952,0.07607778,1.6958375,-0.00018625,0.00047645,4.341e-05,2.81943655,-0.49051473,-2.96627855,0.00020874,0.0005477,0.00074931,1.19009364,-1.36367214,2.08186054
45,0.0,0.0,0.0,0.0,0.0,0.0,-0.07545673,-0.02165589,0.01638014,2.24743199,0.50911254,1.54089963,4.459e-05,-0.00038018,-0.0001092,-2.91782331,-0.34502488,-3.03935051,-0.04887805,0.09637949,0.00248883,-1.95191634,0.04337766,1.70414293,-0.00060154,-0.0002802,-0.00013936,2.81942439,-0.49051437,-2.96626449,-0.00012395,0.0002762,0.0005763,1.19011068,-1.36368358,2.08184791
46,0.0,0.0,0.0,0.0,0.0,0.0,-0.07272989,-0.04155547,-0.00871706,2.24656582,0.51564401,1.53912067,0.00012615,-0.00061482,0.00056621,-2.91782641,-0.34502777,-3.03936267,-0.05899735,0.07220159,0.06251022,-1.94776618,0.01049135,1.71267974,0.00017976,-0.00025599,0.00052097,2.81942415,-0.49050525,-2.96625447,-0.00011617,0.00027589,0.00057025,1.190153,-1.36368299,2.08179927
47,0.0,0.0,0.0,0.0,0.0,0.0,-0.06869923,-0.06230554,-0.03163487,2.24696183,0.52174878,1.53808033,0.00018976,0.00024013,-0.0001165,-2.91782284,-0.34503412,-3.03936291,-0.05176603,-0.01717603,0.06560321,-1.94484174,-0.02073173,1.72066236,-2.343e-05,-5.028e-05,-0.0002054,2.81943321,-0.49051207,-2.96626258,0.00013746,-0.00040072,0.00091182,1.19017839,-1.36368322,2.08177757
48,0.0,0.0,0.0,0.0,0.0,0.0,-0.06121028,-0.07848947,-0.04915199,2.24648452,0.52804083,1.53631687,-0.00012093,-0.00039463,-5.054e-05,-2.91781998,-0.34502903,-3.03936124,-0.07330622,0.03636304,0.06635164,-1.94256556,-0.04909637,1.72751772,0.00024758,3.15e-06,0.0003159,2.81943655,-0.49051639,-2.96626019,0.00020932,-0.00068675,0.00039049,1.19011855,-1.36368454,2.08184409
49,0.0,0.0,0.0,0.0,0.0,0.0,-0.05225113,-0.09884907,-0.06506662,2.24776793,0.53334987,1.53519773,-0.00037769,-0.00027556,-0.00023309,-2.91778898,-0.34502167,-3.03938103,-0.08056276,0.02281758,0.08610209,-1.94104934,-0.07829788,1.73505259,-0.00044444,0.00037273,0.00037314,2.81944036,-0.4905203,-2.9662571,0.0003058,-0.00022304,0.00071447,1.19013369,-1.36369598,2.08183336
50,0.0,0.0,0.0,0.0,0.0,0.0,-0.04166967,-0.12339104,-0.08235393,2.24691796,0.53880292,1.5334034,0.00020327,-0.00058777,-0.00035343,-2.91777611,-0.3450062,-3.03937697,-0.09532322,-0.02876513,0.10407283,-1.94090331,-0.10711475,1.7427125,-0.00020139,-0.00045203,-0.00023047,2.81943822,-0.49052113,-2.96624351,0.00027618,-3.895e-05,0.00068222,1.1901207,-1.36370134,2.0818522
51,0.0,0.0,0.0,0.0,0.0,0.0,-0.03407002,-0.14868443,-0.10188227,2.24701023,0.54325783,1.53287125,0.00025482,-0.00053727,-0.00018835,-2.91776276,-0.34500098,-3.03937507,-0.10020421,-0.02103804,0.07312854,-1.94119346,-0.13305074,1.74945498,-0.00055541,4.505e-05,8.777e-05,2.81946325,-0.49052536,-2.96624041,0.00021345,0.00036327,0.0008057,1.19003081,-1.36370444,2.08193731
52,0.0,0.0,0.0,0.0,0.0,0.0,-0.02996314,-0.16630164,-0.11768451,2.24561095,0.54758596,1.53224576,0.00017034,-0.00027141,0.00017152,-2.91774464,-0.34500393,-3.03938723,-0.12552959,-0.0326398,0.08367201,-1.94221425,-0.15809858,1.75622475,-0.00061939,-0.00039783,0.00022192,2.81946826,-0.49051949,-2.96624207,-0.00010574,-5.634e-05,0.00083225,1.19004476,-1.3636899,2.08191752
53,0.0,0.0,0.0,0.0,0.0,0.0,-0.03554781,-0.1703005,-0.1256233,2.24628448,0.55058998,1.53320909,-0.00014855,-0.00020312,-0.0001422,-2.91776252,-0.34501082,-3.03938723,-0.14042713,-0.08629256,0.10518397,-1.94332182,-0.18169066,1.76291502,-4.368e-05,1.617e-05,0.00022745,2.81945825,-0.49050817,-2.96623182,0.00014825,-0.00046783,0.00053985,1.19004858,-1.36368799,2.08192897
54,0.0,0.0,0.0,0.0,0.0,0.0,-0.04425679,-0.17173111,-0.12890464,2.24561191,0.55318815,1.53393018,-8.971e-05,0.00054887,-0.00035055,-2.91777635,-0.34501377,-3.03939939,-0.15374742,-0.1372367,0.12861004,-1.94392204,-0.20282553,1.76908362,-0.00030741,3.023e-05,0.00015678,2.81945968,-0.4905225,-2.96622562,7.658e-05,8.504e-05,0.00042487,1.19010127,-1.36368728,2.08188057
55,0.0,0.0,0.0,0.0,0.0,0.0,-0.05238079,-0.16672625,-0.12499279,2.24673438,0.55420852,1.53557432,-0.0003182,-0.00045163,-0.000198,-2.9177804,-0.3450208,-3.03941035,-0.17888834,-0.18242699,0.16176274,-1.94362175,-0.22127238,1.77459157,-0.00013526,-0.00012548,1.854e-05,2.81945395,-0.49051934,-2.9662261,1.66e-06,0.00048595,0.00054904,1.18996608,-1.36368585,2.08202267
56,0.0,0.0,0.0,0.0,0.0,0.0,-0.05723622,-0.15684086,-0.10987995,2.24659133,0.55465424,1.53619111,0.00021807,-0.00026664,0.00021048,-2.91778421,-0.34501338,-3.03942013,-0.19183469,-0.22282912,0.19659562,-1.94224846,-0.2367391,1.77924788,-0.00031816,2.952e-05,0.00015328,2.81946445,-0.49051011,-2.96621609,4.293e-05,0.000302,0.00056941,1.19001651,-1.36367548,2.08195472
57,0.0,0.0,0.0,0.0,0.0,0.0,-0.05768942,-0.1407323,-0.08997731,2.24846005,0.55363929,1.53710806,-0.00028562,-0.00021645,-7.074e-05,-2.91777015,-0.34501988,-3.0394206,-0.20509653,-0.25812185,0.24649851,-1.93996608,-0.2489422,1.78299475,-0.0005487,-0.0005093,-7.677e-05,2.81946659,-0.49049708,-2.96623254,0.00012154,-0.00043523,0.00070917,1.19011104,-1.36368179,2.08187461
58,0.0,0.0,0.0,0.0,0.0,0.0,-0.06113173,-0.11649982,-0.06708302,2.2491293,0.55231464,1.53707683,-4.937e-05,-0.00014859,3.871e-05,-2.91776538,-0.34503561,-3.03942418,-0.19843414,-0.28268814,0.27415094,-1.93655431,-0.25763497,1.7857033,-0.00020754,-0.00019623,0.00024118,2.819484,-0.49048114,-2.96623755,-5.328e-05,-0.00034453,0.00027802,1.19011676,-1.36367726,2.08187413
59,0.0,0.0,0.0,0.0,0.0,0.0,-0.06963825,-0.09246,-0.04132678,2.25124741,0.54987252,1.5380584,-7.188e-05,3.642e-05,-1.985e-05,-2.91774559,-0.34505981,-3.03944087,-0.17070304,-0.3051641,0.28043386,-1.9328481,-0.26288089,1.78743637,-1.673e-05,0.00076183,-0.00028139,2.81948352,-0.49047467,-2.96622658,0.00022954,0.00025815,0.00018584,1.19003141,-1.36365604,2.08197641
60,0.0,0.0,0.0,0.0,0.0,0.0,-0.08056472,-0.07917949,-0.0185543,2.25205445,0.54768133,1.53875673,-0.00031655,-3.228e-05,-0.00011013,-2.91777062,-0.34506994,-3.03942013,-0.14022142,-0.32133666,0.29575872,-1.92952502,-0.26475918,1.78817546,-0.00014448,-0.00012582,-8.37e-06,2.81949043,-0.49045876,-2.96623182,-2.168e-05,0.00048389,0.00049372,1.19005585,-1.36364162,2.08195686
61,0.0,0.0,0.0,0.0,0.0,0.0,-0.08800451,-0.07796123,-0.00031258,2.25292444,0.54540479,1.53983998,4.101e-05,-0.00028225,0.00024576,-2.9177556,-0.34508884,-3.03942347,-0.11553787,-0.31943157,0.32673365,-1.92648172,-0.26344019,1.78797889,-0.00022759,-0.00056965,0.0001219,2.81949973,-0.49045753,-2.96621728,0.00014262,0.00039237,0.00091543,1.19004977,-1.36363995,2.08196783
