sampleNum,Bus.lax,Bus.lay,Bus.laz,Bus.rx,Bus.ry,Bus.rz,Node01.lax,Node01.lay,Node01.laz,Node01.rx,Node01.ry,Node01.rz,Node02.lax,Node02.lay,Node02.laz,Node02.rx,Node02.ry,Node02.rz,Node03.lax,Node03.lay,Node03.laz,Node03.rx,Node03.ry,Node03.rz,Node04.lax,Node04.lay,Node04.laz,Node04.rx,Node04.ry,Node04.rz,Node05.lax,Node05.lay,Node05.laz,Node05.rx,Node05.ry,Node05.rz
509,0.0,0.0,0.0,0.0,0.0,0.0,-0.01915412,-0.0452339,-0.00077558,2.33575654,0.59864599,1.51834726,-0.00012252,0.00021761,0.00042971,-2.91573453,-0.3452231,-3.04007983,-0.06458861,-0.28796753,-0.05350742,-1.94537914,0.17160255,1.54556954,0.00015635,0.00042788,0.00026279,2.81938815,-0.4908374,-2.96636891,-0.00069886,0.00052579,0.00035294,1.18381643,-1.36392486,2.08826733
510,0.0,0.0,0.0,0.0,0.0,0.0,-0.03980442,-0.02233825,0.00929291,2.33988118,0.59334648,1.53297377,-0.00043392,0.00038346,-0.00031235,-2.91578293,-0.34521231,-3.04005337,-0.07493775,-0.25526741,-0.06462235,-1.94647646,0.17287351,1.5507561,0.00032507,-9.983e-05,2.069e-05,2.81937838,-0.49082783,-2.96635866,0.00011804,4.024e-05,0.00032439,1.18387866,-1.36392415,2.08821917
511,0.0,0.0,0.0,0.0,0.0,0.0,-0.06332747,-0.0019044,0.02151578,2.34396601,0.58799958,1.54813778,-0.00018584,3.425e-05,-0.00027703,-2.91580105,-0.3452186,-3.04005337,-0.0817211,-0.20482416,-0.06980485,-1.94739652,0.17368615,1.55602336,-9.669e-05,0.00044118,0.00022661,2.81935358,-0.49081942,-2.9663589,-7.521e-05,-0.00010073,0.00072835,1.18388653,-1.36393559,2.08820343
512,0.0,0.0,0.0,0.0,0.0,0.0,-0.08233363,0.00766247,0.03134336,2.34765887,0.58289772,1.56287408,-0.00032551,-0.00016669,-0.00016562,-2.91580915,-0.34521329,-3.04005146,-0.07510374,-0.15771969,-0.06719754,-1.94785261,0.1738148,1.56142747,8.537e-05,-0.00027053,-7.416e-05,2.81934905,-0.49081323,-2.96635985,-0.00025709,0.00017409,0.0002715,1.18395555,-1.3639487,2.08812666
513,0.0,0.0,0.0,0.0,0.0,0.0,-0.09749735,0.01059883,0.04165759,2.34933853,0.57820785,1.5766896,-0.00032527,-0.00058221,-0.00026166,-2.91580892,-0.34523275,-3.04004264,-0.06958961,-0.11540429,-0.05783081,-1.94807541,0.1734501,1.56692612,5.88e-06,2.702e-05,0.00028433,2.81934357,-0.49081632,-2.96635675,-0.00041085,-3.564e-05,0.00031222,1.1839385,-1.36396933,2.08813572
514,0.0,0.0,0.0,0.0,0.0,0.0,-0.11339252,0.01246167,0.05011997,2.35109091,0.57353771,1.59057653,-0.00025855,-1.487e-05,-0.00043293,-2.9158206,-0.3452298,-3.04002976,-0.06571162,-0.07131474,-0.04917626,-1.94808555,0.17363513,1.57214558,-2.008e-05,0.00088412,9.607e-05,2.81934261,-0.4908236,-2.96636558,-0.00021406,-0.0003091,0.00076829,1.18388617,-1.36396062,2.08818293
515,0.0,0.0,0.0,0.0,0.0,0.0,-0.12587915,0.00952798,0.05248579,2.35119534,0.56966144,1.60317445,-0.00049491,-8.253e-05,-0.00053536,-2.91583109,-0.34524882,-3.04002142,-0.06102987,-0.0331712,-0.06191183,-1.94799435,0.17431229,1.57719266,-6.863e-05,-0.00055288,-0.0004825,2.81933284,-0.49082306,-2.96637678,-0.00017774,-0.00019122,0.00037679,1.18389046,-1.36398399,2.08815932
516,0.0,0.0,0.0,0.0,0.0,0.0,-0.13969752,0.00031966,0.04627445,2.35223031,0.56598496,1.61646676,0.00022327,-6.564e-05,-0.00015095,-2.915833,-0.34523547,-3.04000592,-0.04886004,-0.00072309,-0.08245297,-1.94829869,0.17500599,1.58227837,-7.876e-05,3.45e-06,-0.00031439,2.8193264,-0.49082693,-2.96637392,1.3e-07,-1.543e-05,0.00016245,1.1838963,-1.36397934,2.08815789
517,0.0,0.0,0.0,0.0,0.0,0.0,-0.15544423,-0.00891106,0.03650239,2.35245728,0.56281221,1.62903988,-0.00031549,-0.00012028,4.07e-05,-2.91583562,-0.34522468,-3.03998947,-0.05414858,0.05488595,-0.08778725,-1.94928086,0.17587458,1.58724988,0.00010931,-8.41e-05,4.08e-06,2.81932235,-0.490821,-2.9663744,-5.888e-05,-6.314e-05,0.00094419,1.18388224,-1.36397612,2.08817577
518,0.0,0.0,0.0,0.0,0.0,0.0,-0.16913822,-0.02174858,0.02593163,2.35280633,0.55980277,1.64195609,-0.00046453,-3.565e-05,-0.000345,-2.91584349,-0.34521931,-3.03998756,-0.07460707,0.10247847,-0.0957903,-1.95041513,0.17662822,1.59229159,0.00029762,-0.00042322,-0.00018396,2.81931257,-0.49081811,-2.9663868,0.00025076,-0.00084142,0.0007311,1.18386984,-1.36398137,2.08819294
519,0.0,0.0,0.0,0.0,0.0,0.0,-0.17661411,-0.03914732,0.012717,2.35360241,0.55675125,1.65396464,-0.00032647,0.00039433,-0.0003028,-2.91585159,-0.34523281,-3.03995442,-0.08722227,0.11883158,-0.11642879,-1.95124996,0.17694893,1.59758043,0.00054102,-6.719e-05,-1.268e-05,2.81931686,-0.49082416,-2.96638274,2.505e-05,-0.00053175,0.00045303,1.18386185,-1.36397779,2.08821464
520,0.0,0.0,0.0,0.0,0.0,0.0,-0.18693703,-0.05686807,-0.00175064,2.3530724,0.55399752,1.66572845,-6.458e-05,-0.00013934,-0.00024355,-2.91585279,-0.34522974,-3.03994131,-0.08433878,0.12025392,-0.12245425,-1.95181644,0.17679211,1.6031698,-0.0002902,-9.485e-05,4.098e-05,2.81930518,-0.49083138,-2.96639132,0.00035301,-0.00041078,0.00085995,1.18389618,-1.36398709,2.08818412
521,0.0,0.0,0.0,0.0,0.0,0.0,-0.19617157,-0.06735725,-0.01058296,2.35308576,0.55039418,1.67687905,-0.00045353,0.00042299,-2.968e-05,-2.91588569,-0.3452394,-3.03992963,-0.08012024,0.13166589,-0.10461409,-1.95200109,0.17640874,1.60903823,-0.00011813,0.00018642,0.00048189,2.81928134,-0.49084127,-2.96637225,0.00031509,7.344e-05,0.00037479,1.18378818,-1.36397552,2.08829713
522,0.0,0.0,0.0,0.0,0.0,0.0,-0.20707716,-0.0730681,-0.01630162,2.35217929,0.5469054,1.68735194,-7.565e-05,-0.00055887,-0.00028178,-2.91591382,-0.34526178,-3.03989959,-0.07991046,0.14825509,-0.08982159,-1.95141935,0.17595865,1.61518908,-0.00017502,-0.00062683,0.00051652,2.8192749,-0.49084511,-2.96636963,0.00016005,-0.00013573,0.00039065,1.1838311,-1.36397505,2.08824706
523,0.0,0.0,0.0,0.0,0.0,0.0,-0.21717173,-0.07277459,-0.01501583,2.35321236,0.54232478,1.69717538,-4.526e-05,-0.00102705,0.0002792,-2.91593933,-0.34527305,-3.03987765,-0.06935528,0.16337045,-0.08862697,-1.95008135,0.17544775,1.62173402,-0.00019855,0.00023253,0.00032676,2.81927586,-0.49084249,-2.96638107,-6.512e-05,5.708e-05,0.00053722,1.18374348,-1.36397874,2.08833027
524,0.0,0.0,0.0,0.0,0.0,0.0,-0.23133525,-0.06207368,-0.00316534,2.35309172,0.53759152,1.70623434,-0.00052447,0.00060366,1.393e-05,-2.91597438,-0.34529364,-3.03985834,-0.05199715,0.19617762,-0.09088634,-1.94868445,0.17497811,1.6286875,0.00047194,0.00115638,0.00065432,2.81926036,-0.49083611,-2.96638227,-6.798e-05,5.664e-05,0.00054093,1.18377805,-1.36398816,2.08829951
525,0.0,0.0,0.0,0.0,0.0,0.0,-0.24167737,-0.05603261,0.03727727,2.35371447,0.53196073,1.7135874,0.00158881,-0.00785705,0.00215472,-2.91607571,-0.34532514,-3.03973532,-0.04042247,0.22563368,-0.09103507,-1.94723582,0.17461047,1.6359905,0.00111736,0.00101637,-0.00021105,2.81925607,-0.49082989,-2.96638298,-0.00040644,-0.00021364,0.00035573,1.18387234,-1.36399376,2.08821845
526,0.0,0.0,0.0,0.0,0.0,0.0,-0.2692208,-0.01008209,0.06016037,2.35454798,0.52577442,1.72083509,-0.00033556,0.00413372,-0.0008578,-2.9164505,-0.34539697,-3.03953052,-0.04688682,0.25356388,-0.08744618,-1.94588542,0.17434303,1.64374745,0.0002948,-0.00431746,0.0001098,2.81928539,-0.49082014,-2.96641088,0.00015894,-0.00032081,0.00043856,1.18391716,-1.36400306,2.08818793
527,0.0,0.0,0.0,0.0,0.0,0.0,-0.2706154,-0.00388302,0.09725161,2.35414028,0.52025783,1.72540033,-0.00244497,0.00298749,-0.00651941,-2.91686821,-0.345404,-3.03955102,-0.05869547,0.27102715,-0.09243151,-1.94443226,0.17431048,1.65190518,-0.0016567,0.00496544,-0.00085234,2.81928802,-0.49083358,-2.96640372,-0.00018715,-0.00025488,-2.32e-06,1.18395042,-1.36400568,2.0881474
528,0.0,0.0,0.0,0.0,0.0,0.0,-0.27742174,-0.0031501,0.11327038,2.35385513,0.5152356,1.73030746,0.003494,-0.00632262,0.00449858,-2.91656423,-0.345397,-3.03955913,-0.08085755,0.28349444,-0.09812335,-1.94267607,0.17451288,1.66034734,0.00287622,-0.00316929,0.00044831,2.81929708,-0.49083391,-2.96638966,-0.00046184,-0.00014423,0.00072513,1.18401456,-1.36400533,2.08809733
529,0.0,0.0,0.0,0.0,0.0,0.0,-0.28842598,0.00205095,0.12640303,2.35044336,0.51159239,1.73340142,-0.00070718,0.0013069,-0.00058207,-2.91662169,-0.34540367,-3.03956938,-0.12423699,0.29590839,-0.09098598,-1.94074941,0.17486455,1.6690731,-0.00297107,0.00151205,-0.00080142,2.81928539,-0.49081579,-2.96642089,0.00021362,0.00047531,0.00048461,1.18396199,-1.36399841,2.08816576
530,0.0,0.0,0.0,0.0,0.0,0.0,-0.30731758,0.00029656,0.13623074,2.34720731,0.50830138,1.73708248,-0.00108891,0.00307851,-0.00370738,-2.91681051,-0.3454341,-3.03950524,-0.14696175,0.2904689,-0.09983129,-1.93812847,0.17530321,1.67804813,0.00178166,-0.00014719,0.0010223,2.81931925,-0.49082285,-2.96639156,-0.00033725,0.0003972,0.00042574,1.1839304,-1.36398005,2.08819175
531,0.0,0.0,0.0,0.0,0.0,0.0,-0.31657416,-0.00499114,0.13059431,2.34312177,0.50689703,1.73850346,7.023e-05,-0.00217162,0.00022243,-2.91672325,-0.34542957,-3.03950143,-0.15223262,0.27144641,-0.10784452,-1.93513095,0.1757789,1.68731332,-0.00060893,-0.00139914,-0.00099718,2.81927967,-0.49080783,-2.96640754,0.00012789,-0.00032345,0.00040799,1.18387651,-1.36397254,2.08826065
532,0.0,0.0,0.0,0.0,0.0,0.0,-0.31749845,-0.02077207,0.11549551,2.33936429,0.50610042,1.73935544,0.00148762,-0.00075441,0.00180369,-2.91665721,-0.34542504,-3.03949809,-0.15746704,0.24622032,-0.1021188,-1.9319644,0.17609699,1.69693136,0.00027811,0.00180154,0.0004659,2.81930852,-0.49079132,-2.96641254,-0.00013868,8.801e-05,0.00070188,1.18380713,-1.36397398,2.08832526
533,0.0,0.0,0.0,0.0,0.0,0.0,-0.3018806,-0.03924696,0.08676502,2.33331132,0.50740308,1.73498487,-0.00147547,0.0030682,-0.00254249,-2.91679478,-0.34542561,-3.03949451,-0.15932609,0.22081639,-0.10179251,-1.92835212,0.17626856,1.70680165,0.00029503,-0.00030671,-0.00057515,2.81930065,-0.49076915,-2.96640611,-0.00026999,-0.00019064,0.00034685,1.18370163,-1.36396348,2.08843684
534,0.0,0.0,0.0,0.0,0.0,0.0,-0.27939743,-0.06546798,0.05035223,2.32847548,0.50850868,1.73219466,0.00048366,-0.00115519,3.738e-05,-2.91674995,-0.34542105,-3.03949118,-0.16314881,0.19326389,-0.09986188,-1.92446733,0.17640474,1.71673083,-0.00045373,0.00036247,-0.00014831,2.81929064,-0.49076611,-2.96641874,-0.00037451,0.00039438,0.00043066,1.18365335,-1.36396492,2.08850169
535,0.0,0.0,0.0,0.0,0.0,0.0,-0.25859657,-0.08970491,0.01072728,2.32407475,0.50981826,1.7278775,-0.00011343,-0.00177136,0.00039336,-2.9167335,-0.34541348,-3.03949785,-0.15769473,0.16819522,-0.10181718,-1.92025673,0.17649944,1.72663713,0.00018756,-0.00082028,-0.00017988,2.81929183,-0.49076048,-2.96643066,-0.00067528,9.014e-05,6.168e-05,1.18361592,-1.36396074,2.08853173
536,0.0,0.0,0.0,0.0,0.0,0.0,-0.24841626,-0.10288144,-0.02939723,2.31858087,0.51140112,1.72345603,-0.00029916,0.00055054,-0.00054659,-2.91679621,-0.3453986,-3.03949189,-0.15565602,0.14791839,-0.09345637,-1.91602159,0.17666417,1.73636627,-0.00023357,-0.00046194,-3.539e-05,2.81927609,-0.49075401,-2.96643186,-0.00095692,0.00068463,0.00030906,1.18365955,-1.36396027,2.08848095
537,0.0,0.0,0.0,0.0,0.0,0.0,-0.24591014,-0.10379188,-0.0552399,2.31589127,0.51135129,1.71877623,0.00012482,-0.00048336,-0.00018071,-2.91680813,-0.34540778,-3.03947878,-0.16337457,0.13441551,-0.08445678,-1.91189861,0.17703684,1.74572897,9.126e-05,0.00077564,0.000547,2.81929636,-0.49076203,-2.96643972,-0.00028813,-0.00061033,0.00122122,1.18347859,-1.36396623,2.08867049
538,0.0,0.0,0.0,0.0,0.0,0.0,-0.2477123,-0.08743165,-0.05384157,2.31354284,0.51065284,1.71326709,-4.576e-05,-8.406e-05,6.01e-06,-2.91683626,-0.34542403,-3.03948021,-0.18136778,0.12031379,-0.08413616,-1.90801799,0.17769124,1.75443149,-0.00059529,0.00033573,-5.923e-05,2.81929111,-0.49075571,-2.96644092,0.00010524,-0.00032617,0.00040932,1.18360984,-1.36396003,2.088552
539,0.0,0.0,0.0,0.0,0.0,0.0,-0.24646246,-0.05944689,-0.02049417,2.31511164,0.50716025,1.70643914,-0.00095916,6.428e-05,-0.00028452,-2.91690755,-0.34544224,-3.03948092,-0.20877318,0.10245296,-0.09181895,-1.90458858,0.17851996,1.76231694,-0.00013759,-0.0003223,0.00016494,2.81928658,-0.49074882,-2.96644139,-0.00053894,0.00018323,0.00046606,1.18339694,-1.36396372,2.08876133
540,0.0,0.0,0.0,0.0,0.0,0.0,-0.23872833,-0.03901624,0.02912295,2.31526351,0.5031839,1.69813597,1.54e-05,-3.735e-05,0.00027919,-2.91693783,-0.34544486,-3.03944397,-0.23697849,0.08052493,-0.10557967,-1.90178752,0.17947797,1.7692405,0.00025521,0.0001797,-0.00015692,2.81929207,-0.49074247,-2.96644258,-0.00039182,-0.00065556,6.322e-05,1.18341327,-1.36398304,2.08874917
541,0.0,0.0,0.0,0.0,0.0,0.0,-0.2242125,-0.02551755,0.07425664,2.31382227,0.49925625,1.68702912,0.00072127,-0.00028197,-0.0004649,-2.91700315,-0.34547526,-3.0394001,-0.26245862,0.05003078,-0.11503877,-1.89936626,0.18026449,1.77521932,0.00016609,-0.00014695,-0.00042536,2.81929803,-0.4907361,-2.96644282,-4e-07,0.00029577,0.00071117,1.18334746,-1.36397672,2.08880949
542,0.0,0.0,0.0,0.0,0.0,0.0,-0.20793785,-0.02003983,0.09964677,2.31154251,0.49551216,1.67633533,-4.84e-06,0.0014642,-0.00085336,-2.9170661,-0.34550428,-3.03939295,-0.28422078,0.01420254,-0.11409488,-1.89726961,0.1807103,1.78017819,0.0005528,0.00060618,-0.00024877,2.81931949,-0.49072635,-2.96643281,-0.00051248,0.00011433,0.00010925,1.18334687,-1.36398208,2.0888257
543,0.0,0.0,0.0,0.0,0.0,0.0,-0.1920141,-0.02570103,0.09227791,2.30616784,0.49420676,1.6637218,0.00054306,-0.00011929,-0.00036489,-2.91708064,-0.34552053,-3.03940392,-0.30895355,-0.02832466,-0.11045986,-1.89526033,0.18076791,1.78400779,-0.00011774,4.969e-05,-0.00044944,2.81931305,-0.49072969,-2.96642947,2.547e-05,0.00037516,0.00012724,1.18325984,-1.3639853,2.08890653
544,0.0,0.0,0.0,0.0,0.0,0.0,-0.17929284,-0.03573327,0.06335957,2.30120587,0.49365336,1.65270567,0.00017524,-0.00038639,-0.00035805,-2.91709828,-0.3455368,-3.03940511,-0.33283192,-0.07523834,-0.10420343,-1.89343894,0.18058755,1.78648269,0.0002502,0.00024421,0.00029141,2.8193078,-0.49072337,-2.96643066,-0.00017571,0.00038253,0.00030674,1.1831913,-1.36398673,2.08897018
545,0.0,0.0,0.0,0.0,0.0,0.0,-0.17101224,-0.04338053,0.02353915,2.29651046,0.49414834,1.64127398,-0.00045555,0.0006532,0.00045643,-2.91715598,-0.34554663,-3.0393815,-0.3521691,-0.12573525,-0.10058632,-1.89178646,0.18031064,1.78735673,0.00016687,-1.571e-05,0.00048367,2.81930661,-0.49072397,-2.96641588,-4.66e-06,0.00029136,0.00073795,1.18331206,-1.36400712,2.08885074
546,0.0,0.0,0.0,0.0,0.0,0.0,-0.16088693,-0.04383057,-0.01113648,2.29184103,0.49515715,1.62984025,-0.00014995,0.00073878,-0.00026989,-2.91719174,-0.34556761,-3.03936076,-0.3741625,-0.15398043,-0.10440388,-1.89031875,0.18038991,1.7863214,0.00032247,0.00013136,-9.82e-06,2.81930685,-0.49072102,-2.96642852,-0.00010217,-0.00062086,0.00106263,1.18326461,-1.36397505,2.08890367
547,0.0,0.0,0.0,0.0,0.0,0.0,-0.14929253,-0.03579297,-0.02688202,2.29017735,0.49489877,1.61786604,-0.00029122,0.0001188,-0.00022933,-2.91722775,-0.3455891,-3.0393393,-0.38989335,-0.17309116,-0.11576245,-1.88886392,0.18012993,1.78347778,-0.00048154,-0.00038296,0.00031504,2.81932187,-0.49073094,-2.96644831,-0.00075359,0.00018907,0.00065816,1.18328941,-1.36398733,2.08888197
548,0.0,0.0,0.0,0.0,0.0,0.0,-0.13162939,-0.02402119,-0.02386535,2.28713775,0.49447161,1.6043421,-0.00058084,0.00041769,-0.00039445,-2.91725683,-0.34559494,-3.03933811,-0.41730994,-0.18623626,-0.12752801,-1.88795447,0.1793554,1.77872097,-0.00025573,0.000275,0.00013578,2.81932759,-0.49072462,-2.96644974,-0.00064593,-0.00043164,0.00040884,1.18310785,-1.36399055,2.08906126
549,0.0,0.0,0.0,0.0,0.0,0.0,-0.10921741,-0.00712022,-0.00332847,2.28661752,0.49233374,1.58987868,-0.00011338,0.00054975,-0.00014634,-2.91727781,-0.34562701,-3.03933001,-0.43948826,-0.19487743,-0.14422487,-1.88748634,0.17776577,1.77090609,0.00058928,0.00030315,8.593e-05,2.81933546,-0.49070758,-2.96645427,-0.0001199,-0.00013448,0.00061111,1.18314683,-1.36400414,2.08901191
550,0.0,0.0,0.0,0.0,0.0,0.0,-0.08633883,0.00988924,0.0306744,2.28567219,0.48969075,1.57457554,-0.00031242,0.00029706,-0.00017792,-2.91732216,-0.34562489,-3.03931522,-0.45106494,-0.1945729,-0.16956161,-1.88734758,0.17564563,1.76095808,-0.00024742,-0.00028138,-3.624e-05,2.81934094,-0.4907012,-2.96645546,-0.00030538,-0.00030982,0.00081281,1.18315554,-1.36399984,2.08900762
551,0.0,0.0,0.0,0.0,0.0,0.0,-0.06198056,0.02039277,0.06095566,2.28430843,0.48707995,1.55866611,7.074e-05,0.00014816,-0.00023289,-2.91735482,-0.34564695,-3.03930449,-0.45276245,-0.18109237,-0.18824773,-1.88742137,0.17307515,1.748824,6.845e-05,-0.00022352,-0.00021353,2.81933951,-0.49070299,-2.96644068,-7.354e-05,-0.00050093,0.00068446,1.18307185,-1.36400354,2.08908582
552,0.0,0.0,0.0,0.0,0.0,0.0,-0.04227608,0.0238748,0.08316126,2.2840519,0.48415124,1.54366744,-1.486e-05,-0.0001343,-0.00051467,-2.91738749,-0.3456552,-3.03929234,-0.46088567,-0.17208917,-0.18430285,-1.88773966,0.16977637,1.73458302,0.00040427,-9.739e-05,6.571e-05,2.81933975,-0.4906933,-2.96643043,-0.00027578,-4.075e-05,0.00019139,1.18319166,-1.36402106,2.08895707
553,0.0,0.0,0.0,0.0,0.0,0.0,-0.02524552,0.01918232,0.08860263,2.28118658,0.48277503,1.52868986,0.00167692,-0.00946796,0.00151247,-2.91738343,-0.34567064,-3.0392921,-0.47056541,-0.14220203,-0.1850376,-1.88740802,0.16662633,1.71806931,1.836e-05,-0.00214536,-0.00051205,2.81934571,-0.49072048,-2.9664309,3.81e-05,0.00026315,0.00055777,1.18312776,-1.36401463,2.08901453
554,0.0,0.0,0.0,0.0,0.0,0.0,-0.01044765,-0.00291845,0.09540419,2.27997279,0.48154098,1.51493216,-0.00948147,0.02194242,-0.02212584,-2.91734791,-0.34544337,-3.03951311,-0.47089005,-0.11594283,-0.19037375,-1.88666761,0.1627465,1.69945252,0.00187629,-0.00022142,0.00472793,2.8193655,-0.49072757,-2.96643972,-0.00010139,-0.00013108,0.00060743,1.18323016,-1.3640182,2.08891439
555,0.0,0.0,0.0,0.0,0.0,0.0,0.00944458,0.02052623,0.07179108,2.27662301,0.4816176,1.50148249,0.01008712,-0.02463709,0.02571543,-2.9156394,-0.34513107,-3.03980923,-0.4587045,-0.10284844,-0.18912846,-1.88572967,0.15794079,1.67895424,-0.00467476,0.00064725,-0.00069158,2.81928992,-0.49074069,-2.96647072,-0.0004697,0.0001183,0.00010933,1.18325281,-1.36399686,2.08888435
556,0.0,0.0,0.0,0.0,0.0,0.0,0.01847071,0.01282964,0.05249197,2.27586532,0.48183185,1.48861873,0.00597327,-0.01427405,0.00708107,-2.91543722,-0.34523582,-3.0397048,-0.43350556,-0.09058002,-0.18497284,-1.88504827,0.15248826,1.65669644,0.00538626,-0.00061558,-0.0012516,2.81930017,-0.49073094,-2.96634579,-0.00029561,-0.00027195,0.00098456,1.18328869,-1.3640064,2.08885217
557,0.0,0.0,0.0,0.0,0.0,0.0,0.04269014,-1.23e-05,0.03119219,2.27517033,0.48302263,1.47689915,-0.01111959,0.02780148,-0.01564774,-2.91673732,-0.34534833,-3.03970385,-0.40586725,-0.07608489,-0.18426387,-1.8848455,0.14635761,1.6328336,-0.00146003,-0.00221441,0.00106358,2.81931973,-0.49072194,-2.96648788,-9.965e-05,5.522e-05,0.00057132,1.18325663,-1.36402655,2.08886695
558,0.0,0.0,0.0,0.0,0.0,0.0,0.06826662,-0.01229492,0.01367992,2.27422762,0.48351684,1.46432793,-0.00271195,-0.00063156,-0.0029908,-2.91671777,-0.34537086,-3.03962588,-0.37442064,-0.03372822,-0.20022954,-1.88550985,0.13964993,1.60753608,-0.0017951,0.0040313,0.00022542,2.81935668,-0.4907223,-2.96639729,-0.00087796,0.00017043,0.00066995,1.18318796,-1.36402798,2.08893085
559,0.0,0.0,0.0,0.0,0.0,0.0,0.08831244,-0.03645926,0.01158373,2.27258158,0.48386854,1.45346642,0.00764589,-0.01487319,0.01098034,-2.91589928,-0.34533119,-3.03969669,-0.34248197,-0.00195723,-0.19852844,-1.8871752,0.13174549,1.5811671,0.00235221,-0.00375672,-0.00032928,2.81932521,-0.49072087,-2.96640849,-1.628e-05,0.00096458,0.00024117,1.18319905,-1.36404908,2.08893371
560,0.0,0.0,0.0,0.0,0.0,0.0,0.10862952,-0.05997325,0.00479835,2.27045178,0.4839308,1.44237769,-0.00280797,0.00570091,-0.00180065,-2.91628313,-0.34535873,-3.03974748,-0.29655254,0.04003194,-0.20526096,-1.88972092,0.12335952,1.55376387,-0.00147924,0.00167977,0.00076103,2.81934714,-0.49072468,-2.96644378,-0.00024963,-7.63e-06,0.0003899,1.18308127,-1.36403668,2.08902597
561,0.0,0.0,0.0,0.0,0.0,0.0,0.11967199,-0.07708957,-0.00345282,2.26735234,0.48391506,1.43353331,-0.00373264,0.00759551,-0.00809146,-2.91670346,-0.34541115,-3.03969741,-0.25854003,0.08720259,-0.19345094,-1.89272487,0.11434356,1.52578032,0.00037725,-0.00120211,-0.00028059,2.81934786,-0.49073341,-2.9663868,-0.00024151,-4.253e-05,0.0001989,1.18312907,-1.36403835,2.0889914
562,0.0,0.0,0.0,0.0,0.0,0.0,0.11922799,-0.08495677,-0.006606,2.26424479,0.4838956,1.4255631,0.00263157,-0.00849075,0.00495079,-2.9162631,-0.34538358,-3.03970027,-0.22146219,0.12752311,-0.18641554,-1.89611101,0.10493851,1.49733043,0.00013345,0.00103983,-0.00038833,2.81932878,-0.49074733,-2.96638036,-0.00037362,-0.00073542,0.00069543,1.18323088,-1.36404192,2.08889174
563,0.0,0.0,0.0,0.0,0.0,0.0,0.11935744,-0.08068015,-0.00711808,2.26214457,0.48364222,1.41995478,0.00147181,-3.755e-05,0.00189266,-2.91623282,-0.34540904,-3.03971529,-0.18617621,0.20705357,-0.18292713,-1.89916027,0.09493632,1.46917903,0.00016033,-0.00067868,0.00064147,2.81938481,-0.49074161,-2.9664185,-0.00017118,0.00034008,0.00111394,1.18312418,-1.3640424,2.08899283
564,0.0,0.0,0.0,0.0,0.0,0.0,0.11989091,-0.07296009,-0.00292632,2.26131558,0.48315179,1.41452754,-0.00286884,0.00522449,-0.00530947,-2.91659284,-0.34544843,-3.03971124,-0.15654494,0.21464558,-0.15489967,-1.90181565,0.08358316,1.44173729,0.00022306,-0.00018235,-0.00104501,2.81936741,-0.49073869,-2.96639276,-0.00028069,0.00021232,0.00053199,1.18311083,-1.36403799,2.08898926
565,0.0,0.0,0.0,0.0,0.0,0.0,0.12142752,-0.06708222,0.00751865,2.26063156,0.48235303,1.41080236,0.00083633,-0.00144652,0.00086761,-2.91647434,-0.34543237,-3.03970432,-0.10209813,0.2719906,-0.13593787,-1.90391946,0.07246688,1.4143455,0.00079925,-5.16e-06,0.00043787,2.8193953,-0.490738,-2.96641612,-0.00020278,-0.00052497,0.00068168,1.18314493,-1.36405003,2.08896995
566,0.0,0.0,0.0,0.0,0.0,0.0,0.12870741,-0.06158378,0.02020992,2.26008248,0.4812091,1.40669644,0.00179818,-0.0035599,0.00287325,-2.91632533,-0.3454335,-3.03972578,-0.03168514,0.3487778,-0.10020723,-1.90499735,0.0619581,1.38730896,-0.00011835,-0.00079625,-0.00033023,2.81937647,-0.49072498,-2.96643233,-0.00054972,-0.0006084,0.00044643,1.18331277,-1.36404765,2.08880281
567,0.0,0.0,0.0,0.0,0.0,0.0,0.13388425,-0.05424761,0.03534396,2.25827837,0.48021606,1.40404391,-0.0014641,0.00406618,-0.00279971,-2.9165256,-0.34545934,-3.03969336,0.02505944,0.33536461,-0.03774286,-1.90503824,0.05151454,1.36134005,2.875e-05,0.00041168,0.00036131,2.81937599,-0.49072433,-2.96641803,-0.00025899,3.093e-05,0.00057365,1.18330884,-1.36406958,2.08880019
568,0.0,0.0,0.0,0.0,0.0,0.0,0.13565156,-0.04208596,0.05348356,2.25749516,0.47899196,1.40159714,-0.00095103,9.056e-05,-0.00140599,-2.91655445,-0.34546527,-3.03969264,0.07887112,0.24147609,0.00374489,-1.90515649,0.04188975,1.33615971,0.00054152,0.00012904,-1.564e-05,2.81937647,-0.49072143,-2.96643043,-0.00050131,0.00040734,0.00068945,1.18331468,-1.36408877,2.08878803
569,0.0,0.0,0.0,0.0,0.0,0.0,0.12735367,-0.03140294,0.06784016,2.2536819,0.47849816,1.40108955,0.00095283,-0.00274844,0.00196382,-2.91641378,-0.34546381,-3.03968859,0.15007222,0.15779442,0.01003731,-1.90630114,0.03294519,1.31182969,-0.00054943,-0.00025531,-0.00013212,2.8193593,-0.49072737,-2.96642709,-0.00030776,0.00028228,0.00091442,1.18322897,-1.36406898,2.0888679
